date,ex_wgt,ex_run,ex_walk,ex_climb,fd_fruit,fd_veg,con_w,con_dgt1,con_dgt2,hlt_wgt,hlt_rat,hlt_phys,hlt_ment,hlt_spir
2020-07-07,0,0,20,0,2,0,0,0,0,0,0,0,0,0
